time (s), HAT0_ch0 velocity (mm/s), HAT0_ch1 velocity (mm/s), HAT1_ch0 velocity (mm/s), HAT1_ch1 velocity (mm/s)
1.558449,4.200640,0.068702,-0.064083,0.165425
1.559055,-3.767618,0.068178,-0.065030,0.030567
1.559661,-10.400089,0.049656,-0.066136,-0.110330
1.560267,-13.370176,0.017358,-0.067416,-0.208543
1.560872,-11.630029,-0.019977,-0.068107,-0.228588
1.561478,-5.743415,-0.046505,-0.068026,-0.160927
1.562084,2.134766,-0.055381,-0.069343,-0.028071
1.562689,9.279869,-0.046456,-0.071039,0.123368
1.563295,13.070355,-0.021223,-0.072104,0.239802
1.563901,12.224760,0.014185,-0.071526,0.279039
1.564506,6.951441,0.042576,-0.069590,0.227767
1.565112,-0.801902,0.054375,-0.066943,0.104957
1.565718,-8.251199,0.049373,-0.062694,-0.045277
1.566323,-12.789793,0.029955,-0.061420,-0.172300
1.566929,-12.840511,0.000204,-0.062820,-0.233195
1.567535,-8.317559,-0.026321,-0.062310,-0.206583
1.568141,-0.881612,-0.040033,-0.064123,-0.101963
1.568746,6.871275,-0.039426,-0.066782,0.042033
1.569352,12.151829,-0.024810,-0.067527,0.173577
1.569958,13.091215,0.001073,-0.068338,0.244262
1.570563,9.339768,0.026164,-0.066267,0.228071
1.571169,2.201345,0.037731,-0.069272,0.132006
1.571775,-5.682893,0.034842,-0.070005,-0.008144
1.572380,-11.560369,0.019875,-0.071910,-0.143169
1.572986,-13.374168,-0.004035,-0.069405,-0.226902
1.573592,-10.452676,-0.027096,-0.067501,-0.229036
1.574197,-3.820447,-0.036787,-0.070802,-0.147906
1.574803,4.136402,-0.031541,-0.071583,-0.012886
1.575409,10.637158,-0.013569,-0.069696,0.127228
1.576015,13.303375,0.014664,-0.066564,0.221316
1.576620,11.245383,0.044380,-0.065827,0.233941
1.577226,5.096133,0.060087,-0.070083,0.160754
1.577832,-2.843964,0.057270,-0.068391,0.028779
1.578437,-9.770869,0.039031,-0.066954,-0.114772
1.579043,-13.254452,0.009592,-0.067297,-0.220909
1.579649,-12.075814,-0.022849,-0.061080,-0.251610
1.580254,-6.586989,-0.043493,-0.061501,-0.194018
1.580860,1.192923,-0.045854,-0.062556,-0.067379
1.581466,8.573819,-0.030867,-0.061214,0.083697
1.582071,12.856416,-0.001388,-0.063005,0.206260
1.582677,12.572962,0.036351,-0.061456,0.255709
1.583283,7.749865,0.065716,-0.061898,0.214936
1.583889,0.142769,0.075992,-0.058859,0.099538
1.584494,-7.490692,0.066699,-0.061366,-0.048583
1.585100,-12.482656,0.040894,-0.057362,-0.178664
1.585706,-13.094936,0.003964,-0.055754,-0.246350
1.586311,-9.049695,-0.030180,-0.054324,-0.227278
1.586917,-1.818051,-0.048921,-0.054420,-0.127429
1.587523,6.056179,-0.049884,-0.052119,0.017140
1.588128,11.767849,-0.033612,-0.049950,0.154980
1.588734,13.270459,-0.002561,-0.046781,0.235897
1.589340,10.042857,0.031008,-0.043599,0.230684
1.589945,3.173785,0.051881,-0.041141,0.142526
1.590551,-4.779602,0.056866,-0.041234,0.004439
1.591157,-11.036221,0.046796,-0.042716,-0.134724
1.591763,-13.404615,0.023472,-0.044954,-0.227071
1.592368,-11.033288,-0.004107,-0.045110,-0.239564
1.592974,-4.731897,-0.021909,-0.046683,-0.166136
1.593580,3.212676,-0.026657,-0.045577,-0.032906
1.594185,10.040075,-0.017948,-0.042591,0.112572
1.594791,13.245090,0.003483,-0.045350,0.218140
1.595397,11.756618,0.031129,-0.044657,0.245049
1.596002,6.002557,0.049175,-0.045039,0.184474
1.596608,-1.870478,0.051493,-0.045613,0.059738
1.597214,-9.062200,0.040020,-0.043430,-0.083722
1.597820,-13.051851,0.017642,-0.044630,-0.196422
1.598425,-12.450515,-0.010498,-0.045364,-0.238288
1.599031,-7.401727,-0.030520,-0.040875,-0.192784
1.599637,0.234586,-0.035329,-0.038684,-0.074549
1.600242,7.810545,-0.025628,-0.036607,0.074098
1.600848,12.571786,-0.003186,-0.037800,0.201350
1.601454,12.863166,0.027393,-0.038193,0.260454
1.602059,8.531875,0.051403,-0.036840,0.230644
1.602665,1.126985,0.057399,-0.036800,0.123953
1.603271,-6.639702,0.046694,-0.038061,-0.020193
1.603876,-12.054418,0.022465,-0.039957,-0.151778
1.604482,-13.226514,-0.010443,-0.038607,-0.225580
1.605088,-9.691024,-0.039668,-0.035237,-0.214377
1.605694,-2.716493,-0.052363,-0.033038,-0.120688
1.606299,5.220447,-0.047768,-0.028783,0.022007
1.606905,11.317748,-0.026805,-0.027202,0.163079
1.607511,13.365233,0.007675,-0.029441,0.251633
1.608116,10.671222,0.043103,-0.030150,0.255211
1.608722,4.109236,0.062762,-0.030435,0.173119
1.609328,-3.868916,0.063008,-0.029668,0.035935
1.609933,-10.464523,0.046337,-0.030975,-0.108246
1.610539,-13.366070,0.015495,-0.029413,-0.210527
1.611145,-11.548188,-0.020181,-0.026892,-0.235341
1.611750,-5.606199,-0.044678,-0.023030,-0.173394
1.612356,2.287706,-0.052271,-0.024493,-0.047245
1.612962,9.401121,-0.042366,-0.026269,0.096846
1.613568,13.123372,-0.015912,-0.024366,0.206664
1.614173,12.199138,0.019868,-0.022613,0.240770
1.614779,6.861380,0.048112,-0.021477,0.186360
1.615385,-0.914751,0.059535,-0.020823,0.063401
1.615990,-8.341370,0.054487,-0.020279,-0.084296
1.616596,-12.819044,0.034708,-0.020586,-0.206444
1.617202,-12.792114,0.004743,-0.023755,-0.260882
1.617807,-8.201535,-0.021041,-0.021495,-0.227266
1.618413,-0.733450,-0.033362,-0.019269,-0.116251
1.619019,7.008743,-0.031479,-0.018782,0.032317
1.619624,12.236609,-0.015223,-0.017984,0.166591
1.620230,13.105840,0.012539,-0.015637,0.238242
1.620836,9.288299,0.038606,-0.014698,0.221926
1.621442,2.117861,0.050791,-0.016199,0.125363
1.622047,-5.755288,0.048010,-0.017211,-0.014757
1.622653,-11.580738,0.032743,-0.013663,-0.149060
1.623259,-13.319819,0.007629,-0.013632,-0.231051
1.623864,-10.324155,-0.016765,-0.014358,-0.230518
1.624470,-3.647870,-0.027978,-0.013872,-0.146173
1.625076,4.311235,-0.025139,-0.014966,-0.007725
1.625681,10.767780,-0.008894,-0.014806,0.135547
1.626287,13.361033,0.018718,-0.016938,0.232631
1.626893,11.225255,0.048205,-0.015096,0.247936
1.627498,5.020895,0.064031,-0.013317,0.176542
1.628104,-2.930309,0.062048,-0.009673,0.046232
1.628710,-9.824025,0.045171,-0.012998,-0.096538
1.629316,-13.242028,0.016859,-0.011214,-0.203006
1.629921,-11.988281,-0.015096,-0.007367,-0.235442
1.630527,-6.443443,-0.035657,-0.004649,-0.181176
1.631133,1.353238,-0.038911,-0.004292,-0.059091
1.631738,8.705899,-0.025663,-0.006869,0.086280
1.632344,12.923927,0.001875,-0.005913,0.202696
1.632950,12.564028,0.037160,-0.005111,0.246797
1.633555,7.676986,0.063449,-0.007543,0.202341
1.634161,0.046230,0.071035,-0.005041,0.085939
1.634767,-7.564592,0.060094,-0.005224,-0.060482
1.635373,-12.494718,0.033569,-0.006341,-0.186699
1.635978,-13.027696,-0.003012,-0.004267,-0.248815
1.636584,-8.911390,-0.035148,-0.002196,-0.223555
1.637190,-1.645329,-0.051602,-0.003074,-0.118177
1.637795,6.218912,-0.050330,-0.001928,0.030272
1.638401,11.876027,-0.031736,-0.003475,0.169694
1.639007,13.302831,0.001047,-0.004895,0.250356
1.639612,10.001625,0.034539,-0.009523,0.243479
1.640218,3.091078,0.054063,-0.008437,0.152980
1.640824,-4.857471,0.056514,-0.012040,0.013016
1.641429,-11.065453,0.043270,-0.011298,-0.127085
1.642035,-13.357854,0.016339,-0.011377,-0.219486
1.642641,-10.908013,-0.014393,-0.012037,-0.231169
1.643247,-4.554617,-0.034585,-0.011236,-0.156232
1.643852,3.399504,-0.040877,-0.009581,-0.021424
1.644458,10.189829,-0.032539,-0.008297,0.125142
1.645064,13.325007,-0.009996,-0.009995,0.231674
1.645669,11.757770,0.019310,-0.010416,0.258885
1.646275,5.943207,0.039854,-0.010461,0.197999
1.646881,-1.948581,0.045459,-0.012187,0.072478
1.647486,-9.114636,0.037228,-0.007786,-0.072303
1.648092,-13.043718,0.016998,-0.008047,-0.187090
1.648698,-12.368489,-0.010390,-0.009050,-0.232060
1.649303,-7.259929,-0.030536,-0.007780,-0.190272
1.649909,0.399243,-0.036923,-0.004417,-0.076640
1.650515,7.953876,-0.029768,-0.001548,0.066972
1.651121,12.654218,-0.010230,-0.002549,0.188682
1.651726,12.870057,0.017330,-0.003397,0.243084
1.652332,8.471082,0.038935,-0.002459,0.209294
1.652938,1.035386,0.044349,0.000947,0.099946
1.653543,-6.717933,0.034419,0.003267,-0.044943
1.654149,-12.079598,0.011832,0.003403,-0.175671
1.654755,-13.178401,-0.019034,0.003996,-0.247263
1.655360,-9.573632,-0.045606,0.004338,-0.233179
1.655966,-2.561762,-0.055612,0.001889,-0.136513
1.656572,5.371195,-0.048870,0.002154,0.008468
1.657177,11.420905,-0.027252,0.001619,0.150337
1.657783,13.398015,0.006192,0.003260,0.238620
1.658389,10.633975,0.039585,0.003356,0.241191
1.658995,4.030756,0.056890,0.004248,0.157958
1.659600,-3.945439,0.054682,0.007988,0.020668
1.660206,-10.496837,0.035389,0.007814,-0.122261
1.660812,-13.326949,0.002607,0.007602,-0.222187
1.661417,-11.432490,-0.033831,0.006351,-0.243770
1.662023,-5.437817,-0.058223,0.005520,-0.177813
1.662629,2.469230,-0.064873,0.003900,-0.047569
1.663234,9.550738,-0.053725,0.008429,0.099734
1.663840,13.206841,-0.026251,0.012215,0.211576
1.664446,12.206587,0.010432,0.011965,0.246812
1.665051,6.808390,0.038672,0.010016,0.192376
1.665657,-0.988444,0.049850,0.009501,0.069032
1.666263,-8.392658,0.043880,0.012824,-0.079260
1.666869,-12.813074,0.022597,0.015404,-0.202177
1.667474,-12.714003,-0.009236,0.019662,-0.257819
1.668080,-8.062125,-0.037163,0.022726,-0.225407
1.668686,-0.567646,-0.051767,0.023068,-0.115862
1.669291,7.159295,-0.051880,0.024398,0.030857
1.669897,12.330939,-0.037080,0.028611,0.162293
1.670503,13.128151,-0.009912,0.028265,0.231297
1.671108,9.243848,0.016404,0.026634,0.212830
1.671714,2.040945,0.029369,0.026179,0.114695
1.672320,-5.822247,0.027585,0.027358,-0.025683
1.672925,-11.598056,0.013122,0.028853,-0.159086
1.673531,-13.267366,-0.011345,0.028045,-0.239279
1.674137,-10.203746,-0.035393,0.028604,-0.236561
1.674743,-3.490655,-0.047016,0.028781,-0.149623
1.675348,4.466102,-0.044951,0.026772,-0.009320
1.675954,10.876763,-0.030098,0.026328,0.134765
1.676560,13.400820,-0.003955,0.026215,0.231038
1.677165,11.195100,0.023923,0.026222,0.244728
1.677771,4.947051,0.037913,0.025773,0.171400
1.678377,-3.004612,0.034580,0.023407,0.039182
1.678982,-9.856298,0.016947,0.022264,-0.104559
1.679588,-13.204429,-0.011483,0.019844,-0.210901
1.680194,-11.875394,-0.042998,0.020698,-0.242163
1.680800,-6.279441,-0.062759,0.017664,-0.185972
1.681405,1.527936,-0.064804,0.020876,-0.061597
1.682011,8.845722,-0.050163,0.026947,0.085785
1.682617,12.992195,-0.021058,0.027332,0.203034
1.683222,12.552867,0.015775,0.027270,0.246959
1.683828,7.601191,0.043287,0.028615,0.201171
1.684434,-0.052751,0.051710,0.030637,0.082470
1.685039,-7.641881,0.041713,0.026124,-0.066286
1.685645,-12.512909,0.016688,0.022754,-0.195142
1.686251,-12.971290,-0.018821,0.022835,-0.260210
1.686856,-8.790591,-0.050154,0.025750,-0.237937
1.687462,-1.496858,-0.065743,0.025986,-0.135175
1.688068,6.353020,-0.064148,0.026076,0.010710
1.688674,11.951777,-0.045585,0.025844,0.147292
1.689279,13.302992,-0.012746,0.025078,0.225476
1.689885,9.930119,0.020555,0.022873,0.216757
1.690491,2.981966,0.039458,0.021501,0.125405
1.691096,-4.959593,0.041473,0.023378,-0.013936
1.691702,-11.117578,0.028313,0.024072,-0.152066
1.692308,-13.336508,0.001935,0.022869,-0.241574
1.692913,-10.811277,-0.027990,0.024903,-0.249556
1.693519,-4.413517,-0.047123,0.023404,-0.171393
1.694125,3.544582,-0.051954,0.024150,-0.034145
1.694730,10.290257,-0.042369,0.026075,0.112859
1.695336,13.350896,-0.018442,0.026463,0.217551
1.695942,11.704389,0.011764,0.026481,0.241959
1.696548,5.833138,0.032020,0.027123,0.177318
1.697153,-2.070589,0.036580,0.026272,0.048272
1.697759,-9.202657,0.027187,0.023805,-0.098922
1.698365,-13.064243,0.005808,0.024218,-0.215035
1.698970,-12.310631,-0.022133,0.025182,-0.260046
1.699576,-7.142092,-0.042199,0.025080,-0.217327
1.700182,0.536923,-0.047727,0.024048,-0.101988
1.700787,8.065677,-0.039350,0.023299,0.043526
1.701393,12.699553,-0.018479,0.024117,0.166402
1.701999,12.836827,0.010927,0.021600,0.221460
1.702604,8.369109,0.033894,0.021357,0.188414
1.703210,0.905118,0.039937,0.020444,0.079692
1.703816,-6.830252,0.029995,0.023904,-0.064336
1.704422,-12.133237,0.007559,0.021374,-0.193727
1.705027,-13.153863,-0.023234,0.022559,-0.263762
1.705633,-9.476837,-0.049669,0.023605,-0.248108
1.706239,-2.428002,-0.060243,0.025164,-0.150110
1.706844,5.500258,-0.054441,0.026197,-0.004177
1.707450,11.498417,-0.033749,0.026022,0.138074
1.708056,13.402614,-0.000899,0.025970,0.226356
1.708661,10.566226,0.032097,0.024381,0.229481
1.709267,3.921464,0.049082,0.023845,0.147564
1.709873,-4.049612,0.046921,0.022561,0.012571
1.710478,-10.551396,0.028565,0.026071,-0.126772
1.711084,-13.304303,-0.002797,0.029350,-0.222474
1.711690,-11.329396,-0.037918,0.026924,-0.239425
1.712296,-5.282118,-0.060721,0.029828,-0.169028
1.712901,2.633081,-0.066238,0.028704,-0.035223
1.713507,9.673691,-0.055029,0.031183,0.114377
1.714113,13.255122,-0.027944,0.031603,0.226657
1.714718,12.173194,0.007864,0.031570,0.260812
1.715324,6.713039,0.034487,0.032345,0.204581
1.715930,-1.101165,0.043315,0.030822,0.079003
1.716535,-8.475053,0.034977,0.030172,-0.070642
1.717141,-12.828390,0.012258,0.031774,-0.194757
1.717747,-12.649121,-0.020411,0.033896,-0.251032
1.718353,-7.933286,-0.048438,0.035406,-0.219041
1.718958,-0.416248,-0.062246,0.032950,-0.110125
1.719564,7.286115,-0.061373,0.029261,0.035081
1.720170,12.389764,-0.045275,0.028197,0.164224
1.720775,13.103317,-0.016707,0.023460,0.229984
1.721381,9.142835,0.010564,0.023550,0.208106
1.721987,1.902413,0.023567,0.025903,0.106807
1.722592,-5.949764,0.021329,0.024413,-0.036244
1.723198,-11.670517,0.006543,0.024021,-0.171519
1.723804,-13.261052,-0.018577,0.020022,-0.252891
1.724409,-10.119654,-0.043770,0.019079,-0.250738
1.725015,-3.359864,-0.055683,0.017225,-0.164101
1.725621,4.601712,-0.053653,0.017602,-0.023817
1.726227,10.970413,-0.038424,0.014872,0.119842
1.726832,13.427197,-0.011499,0.014164,0.215557
1.727438,11.150675,0.018050,0.019050,0.229264
1.728044,4.856968,0.034378,0.021790,0.156897
1.728649,-3.097942,0.033391,0.023095,0.026625
1.729255,-9.911555,0.018187,0.024909,-0.114072
1.729861,-13.193458,-0.007807,0.024899,-0.216806
1.730466,-11.792538,-0.037359,0.022623,-0.244441
1.731072,-6.146206,-0.055172,0.023590,-0.184925
1.731678,1.671680,-0.055973,0.023462,-0.058654
1.732283,8.956101,-0.041278,0.021395,0.088740
1.732889,13.035467,-0.013011,0.022562,0.204289
1.733495,12.519430,0.022244,0.027063,0.245167
1.734101,7.505699,0.048137,0.029487,0.196021
1.734706,-0.169977,0.055011,0.032138,0.074310
1.735312,-7.738367,0.044089,0.030472,-0.076733
1.735918,-12.553428,0.018364,0.031345,-0.206500
1.736523,-12.940670,-0.016841,0.031177,-0.271425
1.737129,-8.699246,-0.046905,0.034505,-0.247859
1.737735,-1.379056,-0.060341,0.034615,-0.143306
1.738340,6.455600,-0.056387,0.035407,0.004126
1.738946,11.999011,-0.035891,0.034213,0.142284
1.739552,13.277884,-0.001928,0.034715,0.221585
1.740157,9.837366,0.031861,0.034625,0.213986
1.740763,2.854487,0.050168,0.034199,0.123957
1.741369,-5.078329,0.050387,0.034412,-0.013724
1.741975,-11.187734,0.034986,0.034649,-0.149847
1.742580,-13.335338,0.006040,0.038820,-0.237160
1.743186,-10.739299,-0.025877,0.039275,-0.243236
1.743792,-4.297268,-0.045910,0.038407,-0.163385
1.744397,3.664833,-0.050517,0.037828,-0.025487
1.745003,10.373316,-0.039797,0.038480,0.121764
1.745609,13.371849,-0.014357,0.037114,0.225875
1.746214,11.660868,0.017724,0.035202,0.249607
1.746820,5.747938,0.040118,0.035034,0.184869
1.747426,-2.157256,0.046065,0.034022,0.056542
1.748031,-9.252594,0.037108,0.034522,-0.088735
1.748637,-13.051312,0.015721,0.033835,-0.201755
1.749243,-12.230775,-0.013033,0.033678,-0.243206
1.749849,-7.015750,-0.034491,0.035974,-0.196970
1.750454,0.671284,-0.042151,0.038995,-0.079052
1.751060,8.166849,-0.036207,0.038178,0.067460
1.751666,12.736399,-0.017793,0.038600,0.189487
1.752271,12.801586,0.009266,0.035764,0.241947
1.752877,8.276661,0.030827,0.035561,0.205321
1.753483,0.792933,0.036468,0.030916,0.092358
1.754088,-6.920467,0.026930,0.030175,-0.056208
1.754694,-12.168439,0.006112,0.029767,-0.189889
1.755300,-13.121730,-0.022450,0.028207,-0.264205
1.755906,-9.388776,-0.046538,0.029439,-0.252719
1.756511,-2.318483,-0.054731,0.029606,-0.158916
1.757117,5.589359,-0.047344,0.031742,-0.017015
1.757723,11.529762,-0.026477,0.031870,0.121568
1.758328,13.359609,0.005311,0.031431,0.206282
1.758934,10.455277,0.036028,0.029674,0.206972
1.759540,3.775182,0.049937,0.033119,0.123776
1.760145,-4.186511,0.044577,0.034895,-0.011196
1.760751,-10.639295,0.023579,0.036553,-0.149201
1.761357,-13.319779,-0.009126,0.039992,-0.242635
1.761962,-11.272955,-0.043966,0.040180,-0.256950
1.762568,-5.179767,-0.064898,0.039633,-0.184458
1.763174,2.740945,-0.067870,0.036811,-0.049191
1.763780,9.745270,-0.053526,0.036268,0.100838
1.764385,13.262002,-0.022815,0.035762,0.212329
1.764991,12.110691,0.016402,0.030882,0.245219
1.765597,6.601380,0.045462,0.028807,0.188242
1.766202,-1.221191,0.055542,0.028555,0.062733
1.766808,-8.562407,0.047665,0.028207,-0.085747
1.767414,-12.852332,0.024327,0.031323,-0.207049
1.768019,-12.600635,-0.009497,0.032493,-0.259805
1.768625,-7.828518,-0.038598,0.030926,-0.224052
1.769231,-0.292824,-0.053521,0.029772,-0.111769
1.769836,7.385498,-0.053449,0.030540,0.036153
1.770442,12.427948,-0.037876,0.030767,0.166868
1.771048,13.067031,-0.009108,0.026379,0.232621
1.771654,9.041529,0.019332,0.025221,0.209947
1.772259,1.771720,0.034107,0.025241,0.107609
1.772865,-6.066949,0.034523,0.024565,-0.036414
1.773471,-11.737664,0.022766,0.027032,-0.172308
1.774076,-13.260590,0.000335,0.024068,-0.254040
1.774682,-10.057618,-0.022619,0.023323,-0.252190
1.775288,-3.268111,-0.033638,0.024525,-0.166204
1.775893,4.681428,-0.032236,0.026754,-0.026976
1.776499,10.997885,-0.019567,0.031924,0.115332
1.777105,13.380646,0.004209,0.033205,0.209462
1.777710,11.032296,0.029882,0.032960,0.221857
1.778316,4.695617,0.042475,0.032235,0.149062
1.778922,-3.256858,0.038571,0.034141,0.019230
1.779528,-10.024672,0.021579,0.033613,-0.119962
1.780133,-13.232664,-0.004525,0.034290,-0.220355
1.780739,-11.752948,-0.032988,0.033465,-0.245355
1.781345,-6.050772,-0.048737,0.033357,-0.183193
1.781950,1.782825,-0.047264,0.036431,-0.054758
1.782556,9.038755,-0.030681,0.038229,0.094313
1.783162,13.057043,-0.001391,0.035625,0.211147
1.783767,12.470747,0.033931,0.031452,0.253158
1.784373,7.402303,0.058499,0.034972,0.205207
1.784979,-0.287728,0.062801,0.035374,0.085451
1.785584,-7.826443,0.048184,0.036806,-0.062648
1.786190,-12.577045,0.019115,0.036304,-0.189018
1.786796,-12.887063,-0.019414,0.038858,-0.250391
1.787402,-8.581660,-0.051757,0.037990,-0.223890
1.788007,-1.236019,-0.066771,0.040534,-0.118059
1.788613,6.579051,-0.063487,0.039203,0.028789
1.789219,12.061647,-0.042604,0.034009,0.164037
1.789824,13.261211,-0.007393,0.034722,0.238398
1.790430,9.747721,0.028247,0.035433,0.224976
1.791036,2.726008,0.048831,0.032151,0.128769
1.791641,-5.199280,0.051472,0.030370,-0.014710
1.792247,-11.258419,0.038124,0.032404,-0.155439
1.792853,-13.331125,0.010964,0.028845,-0.245906
1.793459,-10.659370,-0.020486,0.029785,-0.253953
1.794064,-4.169900,-0.041287,0.030892,-0.175022
1.794670,3.797428,-0.048148,0.031943,-0.036990
1.795276,10.465130,-0.040860,0.034466,0.110851
1.795881,13.393023,-0.019271,0.033842,0.216139
1.796487,11.605298,0.009389,0.033742,0.241552
1.797093,5.636418,0.029082,0.029062,0.179139
1.797698,-2.281425,0.033949,0.026121,0.053709
1.798304,-9.344301,0.025604,0.023802,-0.088222
1.798910,-13.075748,0.006086,0.023638,-0.197956
1.799515,-12.175125,-0.019401,0.023242,-0.236252
1.800121,-6.894789,-0.036769,0.020333,-0.187653
1.800727,0.819856,-0.039908,0.022501,-0.068502
1.801333,8.297448,-0.030190,0.026036,0.078062
1.801938,12.809818,-0.008680,0.023065,0.199661
1.802544,12.800743,0.020426,0.023635,0.251364
1.803150,8.209082,0.042356,0.025244,0.214672
1.803755,0.694950,0.046889,0.022355,0.103081
1.804361,-7.005523,0.035353,0.023376,-0.041955
1.804967,-12.200987,0.011508,0.024565,-0.170429
1.805572,-13.081047,-0.020128,0.026052,-0.238260
1.806178,-9.278696,-0.046462,0.021633,-0.219862
1.806784,-2.169725,-0.056101,0.019109,-0.119479
1.807389,5.733259,-0.048876,0.020737,0.027039
1.807995,11.625989,-0.026667,0.020994,0.168172
1.808601,13.383111,0.007495,0.019936,0.253344
1.809207,10.404431,0.041447,0.020562,0.252049
1.809812,3.676884,0.059335,0.020390,0.165940
1.810418,-4.288324,0.058163,0.017222,0.027567
1.811024,-10.702075,0.040490,0.016638,-0.113831
1.811629,-13.314048,0.009943,0.013862,-0.209973
1.812235,-11.193769,-0.023740,0.010870,-0.226364
1.812841,-5.048296,-0.044715,0.007358,-0.155056
1.813446,2.881787,-0.048596,0.002133,-0.020831
1.814052,9.850645,-0.036146,0.000323,0.128623
1.814658,13.299492,-0.008454,0.002102,0.239738
1.815263,12.069197,0.027464,-0.001321,0.272760
1.815869,6.498327,0.054408,-0.000772,0.216208
1.816475,-1.344763,0.063647,-0.002482,0.091703
1.817081,-8.662101,0.055705,-0.005803,-0.055439
1.817686,-12.891801,0.033311,-0.004983,-0.175457
1.818292,-12.564938,0.001720,-0.003340,-0.226976
1.818898,-7.727736,-0.024587,0.001072,-0.190756
1.819503,-0.161596,-0.037074,-0.002260,-0.078923
1.820109,7.502627,-0.035133,-0.001112,0.067319
1.820715,12.495054,-0.019151,-0.001553,0.195297
1.821320,13.064247,0.008733,0.000125,0.258353
1.821926,8.975399,0.034376,0.002294,0.233457
1.822532,1.674350,0.045170,0.002410,0.129965
1.823137,-6.152677,0.040962,-0.002473,-0.013434
1.823743,-11.774279,0.023843,-0.004887,-0.147187
1.824349,-13.225949,-0.003352,-0.001938,-0.225481
1.824955,-9.955999,-0.029406,-0.000803,-0.219892
1.825560,-3.127178,-0.041639,-0.002590,-0.130562
1.826166,4.816127,-0.040073,-0.003034,0.010349
1.826772,11.086800,-0.025853,-0.000594,0.152312
1.827377,13.397364,0.000261,-0.004489,0.243890
1.827983,10.975070,0.028482,-0.003223,0.251621
1.828589,4.589755,0.043555,0.000141,0.172751
1.829194,-3.368125,0.041758,-0.000686,0.036531
1.829800,-10.099551,0.025988,-0.005085,-0.108772
1.830406,-13.240938,-0.000224,-0.007513,-0.214562
1.831012,-11.689563,-0.029691,-0.006329,-0.244133
1.831617,-5.934432,-0.046938,-0.007664,-0.185868
1.832223,1.908951,-0.047589,-0.012299,-0.060620
1.832829,9.130094,-0.033654,-0.014552,0.086034
1.833434,13.081797,-0.006534,-0.015526,0.201076
1.834040,12.416846,0.027700,-0.011990,0.242106
1.834646,7.286954,0.052584,-0.011398,0.194524
1.835251,-0.424400,0.058606,-0.012413,0.075902
1.835857,-7.938042,0.046772,-0.014302,-0.070317
1.836463,-12.625966,0.020735,-0.016011,-0.194098
1.837068,-12.856584,-0.014006,-0.013766,-0.253039
1.837674,-8.481680,-0.042891,-0.013128,-0.224680
1.838280,-1.101342,-0.055591,-0.010832,-0.117539
1.838886,6.698554,-0.051190,-0.009707,0.029579
1.839491,12.128017,-0.030497,-0.008806,0.164150
1.840097,13.250735,0.003026,-0.010434,0.237449
1.840703,9.665682,0.035524,-0.013177,0.223144
1.841308,2.605113,0.052546,-0.011651,0.127389
1.841914,-5.312741,0.051665,-0.009924,-0.014084
1.842520,-11.323441,0.035482,-0.011320,-0.151191
1.843125,-13.321513,0.006649,-0.011619,-0.236773
1.843731,-10.576694,-0.024431,-0.010202,-0.239221
1.844337,-4.040605,-0.042991,-0.007961,-0.155157
1.844942,3.923707,-0.046036,-0.008119,-0.013354
1.845548,10.544048,-0.033995,-0.006966,0.136239
1.846154,13.393657,-0.007509,-0.008438,0.240784
1.846760,11.521502,0.025358,-0.009343,0.263593
1.847365,5.492094,0.047953,-0.010522,0.197350
1.847971,-2.440942,0.054050,-0.013016,0.067927
1.848577,-9.472071,0.045474,-0.013863,-0.078108
1.849182,-13.136214,0.024472,-0.013923,-0.190995
1.849788,-12.157220,-0.003847,-0.015712,-0.231643
1.850394,-6.814923,-0.024516,-0.020141,-0.184892
1.850999,0.920344,-0.031242,-0.020051,-0.066969
1.851605,8.371297,-0.024252,-0.018972,0.078801
1.852211,12.820115,-0.004785,-0.014270,0.199653
1.852816,12.731051,0.023086,-0.013927,0.250979
1.853422,8.071786,0.045147,-0.015544,0.214371
1.854028,0.528898,0.051282,-0.017450,0.103762
1.854634,-7.151608,0.042385,-0.016832,-0.039760
1.855239,-12.286439,0.021605,-0.016137,-0.166607
1.855845,-13.084652,-0.007269,-0.014578,-0.232822
1.856451,-9.207299,-0.031652,-0.015070,-0.213456
1.857056,-2.057847,-0.040385,-0.015183,-0.113244
1.857662,5.838028,-0.033470,-0.016888,0.032119
1.858268,11.679827,-0.013323,-0.017707,0.171057
1.858873,13.361516,0.017201,-0.017038,0.253333
1.859479,10.308608,0.046989,-0.014931,0.249326
1.860085,3.538237,0.060607,-0.013875,0.161150
1.860690,-4.424745,0.055711,-0.015559,0.022018
1.861296,-10.792475,0.035691,-0.016610,-0.119110
1.861902,-13.332346,0.004112,-0.015862,-0.214302
1.862508,-11.137267,-0.029299,-0.016233,-0.229384
1.863113,-4.945690,-0.048730,-0.017853,-0.157501
1.863719,2.987431,-0.050388,-0.019841,-0.023875
1.864325,9.911919,-0.035743,-0.018758,0.122864
1.864930,13.284378,-0.006276,-0.018234,0.230018
1.865536,11.972361,0.030381,-0.017510,0.257685
1.866142,6.340973,0.057033,-0.014717,0.195743
1.866747,-1.516549,0.064756,-0.013696,0.066377
1.867353,-8.799592,0.055085,-0.012096,-0.084141
1.867959,-12.957973,0.030647,-0.012424,-0.206036
1.868565,-12.546013,-0.003186,-0.011353,-0.257828
1.869170,-7.640158,-0.031114,-0.011654,-0.220715
1.869776,-0.046948,-0.044214,-0.010759,-0.107618
1.870382,7.596898,-0.042152,-0.009645,0.040274
