time (s), ch0 acceleration (g), ch1 acceleration (g)
0.872383,-0.000688,0.017293
0.873380,0.000099,0.000214
0.874377,-0.002345,0.016435
0.875374,0.000912,0.000866
0.876371,-0.005185,0.012239
0.877368,-0.000229,0.000167
0.878365,-0.007317,0.011512
0.879362,0.000135,0.000166
0.880359,-0.007645,0.016680
0.881356,0.000997,0.000132
0.882353,-0.007623,0.021984
0.883350,0.000236,0.000693
0.884347,-0.008890,0.021943
0.885344,0.001286,0.000456
0.886341,-0.008444,0.021268
0.887338,-0.000069,-0.000005
0.888335,-0.008094,0.020875
0.889332,0.000900,0.000359
0.890329,-0.006400,0.019807
0.891326,0.001312,0.001416
0.892323,-0.003479,0.020653
0.893320,-0.000536,0.000060
0.894317,0.020999,0.000643
0.895314,0.000329,0.000677
0.896311,0.020186,0.000508
0.897308,0.000158,0.006803
0.898305,0.020839,-0.000226
0.899302,0.000968,0.016290
0.900299,0.022732,0.000040
0.901296,0.000502,0.034161
0.902293,0.020112,-0.000060
0.903290,0.000600,0.054528
0.904287,0.017655,0.000394
0.905284,-0.000358,0.065163
0.906281,0.018638,0.000692
0.907278,0.000320,0.062329
0.908275,0.019944,0.000062
0.909272,0.000775,0.062404
0.910269,0.020007,0.000223
0.911266,-0.000300,0.064944
0.912263,0.016588,0.000655
0.913260,0.000367,0.071175
0.914257,0.013219,0.000439
0.915254,0.000113,0.073919
0.916251,0.011071,0.000004
0.917248,0.000008,0.086846
0.918245,0.009594,-0.000311
0.919242,0.000844,0.087308
0.920239,0.007363,0.000340
0.921236,-0.000063,0.083816
0.922233,0.005950,0.000671
0.923230,-0.000766,0.086021
0.924227,0.005685,0.000430
0.925224,0.000340,0.090265
0.926221,0.004683,0.000611
0.927218,0.000170,0.096687
0.928215,0.003111,-0.000499
0.929212,0.000389,0.104266
0.930209,0.001219,-0.000058
0.931206,-0.000468,0.099741
0.932203,0.002983,0.000285
0.933200,0.000440,0.090014
0.934197,0.000135,0.000639
0.935194,0.000170,0.088927
0.936191,-0.036454,0.000041
0.937188,-0.000053,0.093373
0.938185,-0.046270,-0.000051
0.939182,0.000050,0.091326
0.940179,-0.060230,0.000703
0.941176,-0.000715,0.077879
0.942173,-0.082604,-0.000225
0.943170,0.000194,0.061516
0.944167,-0.106401,0.000270
0.945165,0.000104,0.048657
0.946162,-0.122052,-0.000048
0.947159,0.000286,0.051685
0.948156,-0.120466,0.000586
0.949153,0.000231,0.058087
0.950150,-0.122669,0.000452
0.951147,-0.000057,0.055858
0.952144,-0.126233,-0.000161
0.953141,0.001171,0.052357
0.954138,-0.129564,0.000807
0.955135,0.000042,0.051411
0.956132,-0.127735,-0.000058
0.957129,-0.000089,0.045767
0.958126,-0.121104,-0.000331
0.959123,-0.000195,0.040419
0.960120,-0.124581,0.000676
0.961117,0.000369,0.040059
0.962114,-0.129727,0.000711
0.963111,-0.000159,0.038465
0.964108,-0.127592,0.000067
0.965105,0.000878,0.038592
0.966102,-0.126745,0.000554
0.967099,0.000355,0.035175
0.968096,-0.114312,0.000087
0.969093,0.000413,0.032093
0.970090,-0.094129,0.000016
0.971087,0.000315,0.027240
0.972084,-0.085569,0.000401
0.973081,0.000572,0.024195
0.974078,-0.075091,0.000797
0.975075,0.000333,0.015679
0.976072,-0.055072,0.000511
0.977069,-0.000357,0.016296
0.978066,-0.035618,0.000034
0.979063,0.000441,0.020401
0.980060,-0.024438,0.000888
0.981057,0.000602,0.024019
0.982054,-0.025386,0.000334
0.983051,-0.000031,0.016067
0.984048,-0.011831,0.000658
0.985045,-0.000239,0.011664
0.986042,-0.014896,0.000280
0.987039,-0.000000,0.009930
0.988036,-0.025460,-0.000494
0.989033,0.000320,0.006713
0.990030,-0.028647,0.000092
0.991027,-0.000033,0.001626
0.992024,-0.031029,-0.000067
0.993021,0.001216,-0.001417
0.994018,-0.023071,-0.000162
0.995015,0.000746,-0.008396
0.996012,-0.012183,0.000716
0.997009,0.000113,-0.016023
0.998006,-0.011087,0.001143
0.999003,-0.017341,0.000460
