time (s), ch0 acceleration (g), ch1 acceleration (g)
0.875374,0.081485,-0.000609
0.876371,-0.000526,-0.017145
0.877368,0.011584,-0.000062
0.878365,-0.000073,-0.007455
0.879362,0.145548,0.000267
0.880359,-0.000338,-0.003816
0.881356,0.117405,-0.000300
0.882353,-0.000358,-0.000309
0.883350,0.044229,0.000351
0.884347,0.000271,-0.001320
0.885344,0.025633,0.000907
0.886341,-0.000264,-0.012361
0.887338,0.042475,0.000451
0.888335,0.000496,-0.032744
0.889332,0.065845,0.000545
0.890329,-0.000301,-0.047460
0.891326,0.046246,-0.000157
0.892323,0.000012,-0.050949
0.893320,0.051798,-0.000691
0.894317,-0.050541,-0.047936
0.895314,-0.000073,0.000264
0.896311,-0.048277,-0.044696
0.897308,-0.000351,0.000131
0.898305,-0.046608,-0.043369
0.899302,-0.000060,-0.000485
0.900299,-0.043775,-0.043289
0.901296,-0.000019,0.000315
0.902293,-0.041169,-0.042264
0.903290,-0.000269,-0.000224
0.904287,-0.037110,-0.041744
0.905284,-0.000795,-0.000493
0.906281,-0.033603,-0.040911
0.907278,-0.000177,0.000566
0.908275,-0.029401,-0.040715
0.909272,0.000046,-0.000129
0.910269,-0.026587,-0.040996
0.911266,0.000016,0.000582
0.912263,-0.023820,-0.040374
0.913260,-0.000797,-0.000267
0.914257,-0.022801,-0.038869
0.915254,-0.000521,0.000442
0.916251,-0.022159,-0.036794
0.917248,-0.000137,0.000290
0.918245,-0.023376,-0.034523
0.919242,-0.000273,0.000493
0.920239,-0.024626,-0.032181
0.921236,-0.000556,0.000335
0.922233,-0.025921,-0.030181
0.923230,-0.000679,0.000057
0.924227,-0.027284,-0.028111
0.925224,-0.000520,0.000523
0.926221,-0.028207,-0.025981
0.927218,-0.000344,0.000593
0.928215,-0.029427,-0.022505
0.929212,-0.000608,0.000676
0.930209,-0.030386,-0.019160
0.931206,-0.000523,0.000294
0.932203,-0.030543,-0.015970
0.933200,-0.000311,0.000379
0.934197,-0.031538,-0.013058
0.935194,-0.000361,0.000670
0.936191,-0.032456,-0.010998
0.937188,-0.000171,0.000534
0.938185,-0.032297,-0.008903
0.939182,0.000002,0.000512
0.940179,-0.029263,-0.007684
0.941176,-0.000259,-0.000048
0.942173,-0.023939,-0.006674
0.943170,0.000077,0.000580
0.944167,-0.017814,-0.006042
0.945165,0.000035,0.000481
0.946162,-0.013058,-0.006238
0.947159,-0.000210,-0.000295
0.948156,-0.010756,-0.006392
0.949153,0.000077,0.000050
0.950150,-0.009631,-0.006748
0.951147,-0.000112,0.000582
0.952144,-0.009093,-0.006900
0.953141,0.000107,0.000156
0.954138,-0.009253,-0.007378
0.955135,0.000265,0.000490
0.956132,-0.011765,-0.008233
0.957129,-0.000187,-0.000174
0.958126,-0.014895,-0.008840
0.959123,0.000845,0.000093
0.960120,-0.016815,-0.009442
0.961117,-0.000228,-0.000172
0.962114,-0.017969,-0.009889
0.963111,0.000002,0.000603
0.964108,-0.017261,-0.010749
0.965105,0.000127,0.000290
0.966102,-0.022682,-0.011472
0.967099,-0.000090,-0.000103
0.968096,-0.028061,-0.012878
0.969093,0.000715,0.000560
0.970090,-0.032597,-0.013221
0.971087,0.000103,-0.000434
0.972084,-0.035281,-0.014693
0.973081,-0.000400,0.000029
0.974078,-0.037727,-0.015343
0.975075,-0.000473,0.000097
0.976072,-0.039261,-0.016156
0.977069,0.000304,0.000968
0.978066,-0.042859,-0.018156
0.979063,0.000321,-0.000416
0.980060,-0.046367,-0.020435
0.981057,-0.000188,0.000404
0.982054,-0.049339,-0.021571
0.983051,-0.000334,0.000104
0.984048,-0.052224,-0.020746
0.985045,-0.000757,-0.000083
0.986042,-0.054775,-0.019678
0.987039,0.000038,-0.000247
0.988036,-0.057367,-0.019377
0.989033,-0.000389,0.000363
0.990030,-0.057809,-0.018912
0.991027,-0.000062,0.000428
0.992024,-0.057240,-0.019562
0.993021,0.000158,0.000290
0.994018,-0.055239,-0.019437
0.995015,0.000471,0.000161
0.996012,-0.053903,-0.019501
0.997009,0.000644,0.000319
0.998006,-0.051460,-0.020144
0.999003,0.000534,0.000482
